,ProductName,SpendEUR,Quantity,UOM,VendorName,VendorCity,VendorCountry,CategoryL1,CategoryL2,Quantity/kg
6437,,1093.793649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6438,,1162.387956,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6439,,1010.3015310000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6440,,1613.295054,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6441,,857.7828859999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6442,,1014.265085,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6443,,1613.295054,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6444,,857.7828859999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6445,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6446,,963.741272,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6447,,1093.793649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6448,,771.219243,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6449,,1201.388955,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6450,,1010.3015310000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6451,,1162.387956,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6452,,1225.676067,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6453,,1116.333486,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6454,,1613.295054,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6455,,1093.793649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6456,,682.595657,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6457,,857.7828859999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6458,,1162.387956,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6459,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6460,,832.888826,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6461,,1225.676067,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6462,,792.4624189999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6463,,879.0536499999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6464,,857.7828859999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6465,,1201.388955,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6466,,1010.3015310000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6467,,721.844953,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6468,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6469,,721.844953,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6470,,569.105599,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6471,,792.4624189999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6472,,1613.295054,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6473,,1093.793649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6474,,682.595657,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6475,,963.741272,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6476,,771.219243,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6477,,771.219243,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6478,,1010.3015310000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6479,,1162.387956,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6480,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6481,,1162.387956,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6482,,1225.676067,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6483,,1201.388955,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6484,,1225.676067,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6485,,569.105599,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6486,,1201.388955,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6487,,963.741272,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6488,,1014.265085,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6489,,879.0536499999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6490,,1093.793649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6491,,131.606532,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6492,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6493,,857.7828859999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6494,,1116.333486,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6495,,940.0611080000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6496,,1162.387956,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6497,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6498,,792.4624189999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6499,,832.888826,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6500,,569.105599,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6501,,1116.333486,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6502,,1014.265085,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6503,,940.0611080000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6504,,789.6483879999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6505,,792.4624189999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6506,,1613.295054,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6507,,1201.388955,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6508,,857.7828859999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6509,,771.219243,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6510,,131.606532,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6511,,940.0611080000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6512,,963.741272,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6513,,1225.676067,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6514,,1201.388955,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6515,,1116.333486,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6516,,682.595657,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6517,,682.595657,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6518,,1613.295054,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6519,,792.4624189999998,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6520,,771.219243,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6521,,1162.387956,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6522,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6523,,940.0611080000001,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6524,,1613.295054,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6525,,771.219243,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6526,,1093.793649,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6527,,832.888826,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6528,,1116.333486,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6529,,858.095556,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6530,,963.741272,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6531,,1116.333486,,nan,LeasePlan Corporation N.V.,Amsterdam,NL,Indirect,Fleet,
6532,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6533,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6534,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6535,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6536,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6537,,4692.81285,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6538,,4692.81285,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6539,,1971.92944,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6540,,4692.81285,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6541,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6542,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6543,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6544,,1971.92944,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6545,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6546,,4692.81285,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6547,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6548,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6549,,1971.92944,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6550,,4692.81285,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6551,,1971.92944,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6552,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6553,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6554,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6555,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6556,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6557,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6558,,3593.08297,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6559,,2110.343718,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6560,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6561,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6562,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6563,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6564,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6565,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6566,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6567,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6568,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6569,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6570,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6571,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6572,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6573,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6574,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6575,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6576,,5100.47134,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6577,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6578,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6579,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6580,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6581,,1469.46665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6582,,1469.46665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6583,,1469.46665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6584,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6585,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6586,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6587,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6588,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6589,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6590,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6591,,5100.47134,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6592,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6593,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6594,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6595,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6596,,5100.47134,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6597,,1469.46665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6598,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6599,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6600,,8229.01324,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6601,,8229.01324,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6602,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6603,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6604,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6605,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6606,,5100.47134,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6607,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6608,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6609,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6610,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6611,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6612,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6613,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6614,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6615,,8229.01324,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6616,,5100.47134,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6617,,8229.01324,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6618,,1469.46665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6619,,14078.43855,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6620,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6621,,6257.0838,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6622,,6257.0838,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6623,,6257.0838,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6624,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6625,,6257.0838,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6626,,6257.0838,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6627,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6628,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6629,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6630,,8229.01324,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6631,,1412.58407,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6632,,6257.0838,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6633,,6257.0838,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6634,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6635,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6636,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6637,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6638,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6639,,1412.58407,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6640,,1412.58407,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6641,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6642,,1564.27095,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6643,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6644,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6645,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6646,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6647,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6648,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6649,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6650,,3128.5419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6651,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6652,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6653,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6654,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6655,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6656,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6657,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6658,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6659,,14893.75553,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6660,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6661,,3536.20039,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6662,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6663,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6664,,14893.75553,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6665,,9385.6257,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6666,,14893.75553,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6667,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6668,,7821.35475,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6669,,2152.05761,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6670,,7821.35475,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6671,,14893.75553,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6672,,9385.6257,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6673,,9385.6257,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6674,,7821.35475,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6675,,14893.75553,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6676,,7821.35475,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6677,,7821.35475,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6678,,10949.89665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6679,,9385.6257,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6680,,10949.89665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6681,,9385.6257,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6682,,10949.89665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6683,,9793.28419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6684,,10949.89665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6685,,10949.89665,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6686,,9793.28419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6687,,9793.28419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6688,,9793.28419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6689,,7866.860813999998,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6690,,3593.08297,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6691,,7866.860813999998,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6692,,3593.08297,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6693,,3593.08297,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
6694,,9793.28419,,nan,GETRA Logistics Austria GmbH & Co. KG,Salzburg,AT,Indirect,Fleet,
